score,text
1.0,"Так получилось, что я не сама выбирала место, где остановиться на выходные. Заселились мы в так называемый ""люкс"". Вообще, с самого порога становится понятно, что ничего хорошего тебя в этом заведении не ждет. Все старое, грязное, вся прихожая завалена вонючими тапками. Горничные ходят по этой грязи с деловым видом, стирая и наглаживая простыни. На пол страшно ступить босой ногой, боишься подхватить какую-нибудь заразу. Контингент также не самый цвет, от каждого второго веет перегаром. Самое интересное это вывеска ""хостел года"" в коридоре! Тот, кому нужна ночлежка за 300 р, смело обращайтесь в лайк!"
1.0,"Дом, кажется, едва не аварийный. Пол косой, все скрипит. Сантехника убитая, из душа выходишь с чувством, что стала только грязнее. Всюду запахи: прошлогоднего обеда, стоячего дыма от сигарет, плесени. Кухня маленькая и там постоянные посиделки жильцов - судя по разговорам, гастарбайтеров. Они ходят в одних трусах. Кроме кроватей, все убитое, как с помойки. Ключ вам не дадут, тк дверь не закрывается ни одна..."
2.0,"Мы были с друзьями на одну ночь в четырехместном люксе. Нас было четверо взрослых и один ребенок 12 лет. Комната большая, просторная, но очень много пыли. Просто ужас сколько. На утро жутко заложило нос и все вещи пришлось отряхивать. Дышать было невозможно. В сан.узлах очень грязно. Пол вытоптан грязными следами от ботинок. К душевой страшно прикоснуться. Раковина тоже не чищена давно. То что пришлось разуваться у входа, тоже сильно удивило. Мы приехали в 22:30 и уехали утром часов в 9, но этого было достаточно для впечатления. Больше мы бы там не задержались ни на час. Порадовала цена 2350 на пятерых. И то, что находится в центре. Мы утром после выселения оставили вещи в машине и пошли гулять. Потом просто забрали машину. В хостеле мы были первый раз, но я не думала, что…"
1.0,"Я не скандальный зажравшийся турист, но от этого хостела меня прям бомбануло, хоть я и не доехал до него :) Забронировал по телефону 8-местный номер, попросил прислать реквизиты для оплаты. Через 5(!) дней тишины позвонил сам, а оказалось, что этот номер уже сдали другим людям. ""Они забронировали раньше вас через booking.com, просто у нас не было интернета все эти дни"". Короче, чушь полная. Понадеялся на администраторов, но они не удосужились позвонить, как только узнали о том, что две брони на эти даты"". В самом хостеле я не был, но этого эпизода достаточно, чтобы я сразу отмёл рязанский Like. Так что на будущее учтите всё это при брони."
1.0,"Начну с того что, мы приехали группой 31 человек, из которых большая часть это дети, приехали на фестиваль-конкурс ""Юла"" на 3 дня. Соответственно бронировались номера заранее, за два месяца, посмотрев фото хостела и начитавшись явно не настоящих отзывов, мы выбрали это место. Первое впечатление произвело то, что при входе нас заставили переобуться, представьте, 31 человек в узком тесном коридоре, при том что вся обувь убрана в чемоданы, но ничего с горем пополам мы подчинились и сделали это, обувь хранится здесь прямо за стойкой администратора на открытых полках. Далее последовало долгое расселение по комнатам. Когда же наконец нас все-таки распределили, оказалось 1) что 1 часть - 12 человек из которых 6 детей должны три дня находится в подвале(причем в прямом смысле этого"
3.0,"Мы на своем опыте поняли, что в следующий раз с детьми сюда не придем. Немного грязно начиная с ресепшена где все хранят свою обувь. Так же нам показалось, что не совсем чисто на кухне и в общей комнате. Единственное, что понравилось это размер нашей комнаты люкс, комната была действительно больший и просторной. Для любителей спорта на мансардном этаже расположен мини спортзал. Продуктовый магазин прямо во дворе. Находиться в окружении кафе и баров, все в пешей доступности. Если приехать молодежи погулять и искать место просто переночевать пойдет, семейным и тем более с детьми не советую. Приятных путешествий."
2.0,"Были в этом хостеле в июле, всего одну ночь. Но больше мы б не выдержали. Мы с мужем путешественники не привередливые, частенько останавливаемся в хостелах. С сетью Like хостелов познакомились абсолютно случайно, в Севастополе, и остались довольны. Потом останавливались в этой же сети в Сочи, и тоже все было хорошо. Поэтому, когда встал вопрос о ночевке - не задумываясь выбрали данный вариант. И пожалели... Это было ужасно! При входе в хостел вас встречает отвратительный запах. Толи доносящийся с кухни, толи от ботинок при входе...следующее потрясение нас ждало в номере. Выключатель находящийся на люстре - еще пол беды, но волосы на полу. Везде волосы! Заходить в душ/туалет уже было страшно. И не зря. кабинка грязная, дверцы отваливаются. Но апогеем всего была кухня. Находится"
2.0,"Не понравился хостел тем, что: 1- на ресепшене воняла чья- то обувь. 2- грязный сан узел (унитаз, полы). 3- кровати почему то были расправлены, как будто на них уже спали, нам не выдали чистое постельное белье. Переночевали одну ночь, но впечатления очень плохие. И фото на сайте не соответствуют действительности."
4.0,"Были с друзьями в семейном люксе. Просторная комната, чисто. Из минусов: крайне неудобный матрас на кровати, высокая слышимость. Из плюсов: хорошее расположение, есть все необходимое, вайфай, укомплектованная кухня, выдают полотенца, достаточно чисто, приятная цена. Резюме: вполне отличное место для ночевки, особенно, если повезёт с соседями (наши соседи не были буйными, но решили в ночи пожарить рыбу - вонь была адская!))"
4.0,"Абсолютно нормальный хостел для ночёвки. Тихий хостел, общая кухня, газовая плита, мультиварка, СВЧ печь, чай кофе посуда, два туалета с душевыми. Единственное пахучие полотенца и скрипучие кровати, и вай фай плохенько работает. Зато удобное расположение в центре города, до кремля в пешей доходимости. Переночевать вполне."
5.0,"замечательно, чистенько, аккуратненько, администратор на месте, находиться в центре, на кухне можно нормально разместиться и не толкаться, 2 санузла. и по цене приемлемо. И все таксисты знают где это находиться"
1.0,"Хуже отеля не видела в жизни, а была очень во многих. Поселили, в прямом смысле,в подсобку, в номере есть эвакуационный выход и щитовая! Не прикрученный к полу унитаз, ходит ходуном. Про гигиенические принадлежности типа мыла и зубного набора даже речи быть не может, туалетки-нет! Ахахах. Персонал оставил на ответственность гостя стелить постельное белье( одеяло отдельно, простыня отдельно). Квадратура номера огроменная(включая все подсобки, которые в полном доступе для гостей), а мебели для комфортного проживания не имеется, разваленный каркас мини-шкафа ,кровать, телевизор. Люди делаю деньги на офисном, совершенно непригодном для проживания помещении, как не стыдно за свой «бизнес» непонятно. Хорошо, что тут только на одну ночь, но сюда больше ни ногой!!! Хорошие достойные…"
1.0,"Единственное что обрадовал, в ресепшине работает девушка которая всегда улыбается и очень помогла ( и она очень красивая, приятная) Минусы 1. Лифт не работает. А номер в четвёртом этаже. 2. Коврики грязные. 3. Полотенце старые 4. Кондиционер Нету 5. Даже в ванной комнате вентилятор не было. 6. Потолок дырявый 7. Wifi просто ноль. 8. Розетка сломанный, а если ребёнок случайно будет трогать???? 9. Даже лампочки снимали, места 3 всего 1 лампа :) 10. За 2700 не стоит. Даже в Москве можно найти номер 2000 и там будет все чисто и т.д"
1.0,"По фоткам и отзывам вроде прилично. Но по факту сущий ад! Гостиница на час! На крыше ночной клуб. Номера снимают пьянь и парочки для любовных утех! Стены из одного листа гипсокартона! И на ресепшн знают это и промолчали, а мы с ребенком. Это ужасно проснуться в 4:20 утра от звуков утех!!!!! Номер ужасный, прокуренный, ничего нет, даже пульта от телевизора. Не советую 100%"
3.0,"Не буду оригинальной и тоже напишу, что основной плюс данного отеля хорошее расположение, рядом с Кремлём. Все остальное не очень. Не понимаю чем руководствовались хозяева отеля делая такие большие номера, а особенно ванные комнаты, при этом оставляя столько пространства пустым. Особенно удивляет ванна, в которой маленькая раковина и вечно подтекающий душ куча свободного пространства. Да и слышимость здесь модно описать так: я пару раз говорила будьте здоровы соседу из соседнего номеров, в он мне отвечал спасибо"
3.0,"Были проездом в Рязани и по цене и по местонахождению (центр) выбрали именно этот отель. Номер купили за 1500 руб.стандарт на двоих. Начну с минусов: очень холодно в номере, вода в душевой кабине стояла, практически не было мебели- шкафчики и полочки в ваннойкомнате отсутствовали, слышно шум слива воды сверху или сбоку непонятно. Из плюсов: номер огромный, вид потрясающий на кремль, номер чистый- но я не присматривалась чтоб не растраиваться, цена отличная- 1457 руб! , есть ТВ, ветродуйка,которая немного спасала от холода, на 1ом этаже есть миникухня) Очень хорошая гостиница по месторасположению и ценам, но нет Хозяина привести все в порядок. Когда настроение отлично и впечатлений много, то в принципе все нравится! Но от холода не спрячешься))) Желаю вам отличного отдыха!"
3.0,"Достоинство этого отеля - его местоположение. Недостатки: крайне минималистичная, я бы даже сказала, убогая обстановка. Нет шкафа, нет стульев. И это в номере около 40 кв.м.! Очень маленькая раковина и неудобный кран! За 3 дня пребывания у нас не убрались ни разу! Но для короткого посещения, учитывая расположение отеля, - сгодится."
5.0,"Отель действительно необычный, начиная с самого здания, заканчивая номером: во-первых, вы всегда найдёте дорогу до отеля, попросив любого таксиста отвести к «чайнику» (местная достопримечательность))) во-вторых, номер просторный, большой коридор, два туалета для разного пола и большая ванная комната в-третьих, нельзя не отметить и любезный персонал Ну и на закуску - в двух шагах Рязанский Кремль и отличная Блинная (Музей Рязанского Леденца) с наивкуснейшими блинами (см. мой другой отзыв)"
4.0,"Начитался отзывов тут и на других ресурсах, волосы на лысине дыбом встали ""Куда я еду?!"". В реальности оказалось всё вполне приемлемо. Да, стены как бумага, но шумно было только в коридоре, в номере нормально. Чисто, удобное расположено (центральнее некуда), недорого. А из минусов да, отсутствие завтрака напрягло. В остальном можно жить и в следующий раз скорее всего здесь якорь брошу."
2.0,"Били в сём отеле на ноябрьские праздники.Согласен с отзывом, что отель предназначен только для остановки на ночлег.Номера на 2+ звезды. В качестве положительного опыта можно отметить что гостиница в центре города, Кремль в шаговой доступности, номера относительно недорогие, то есть то что надо для бюджетного отдыха большой компанией, ночью было тепло. Для семейного отдыха и детей не приспособлен.Если цените комфорт и тишину сюда лучше не планировать.Из минусов - отсутствие рядом продовольственных магазинов, ночной клуб в подвале и плохая звукоизоляция.Завтраки готовили сами на общей кухне.Подходит для бюджетног отдыха.Рязань очень понравилась!"
3.0,"Если относиться к отелю, как к месту для ночевки, то ок. Тепло (даже очень), чисто. Есть общая кухня на 1 этаже, можно приготовить. Есть холодильник( общий на всю гостиницу), кулер, плитка, микроволновка. Отличное расположение - в шаге от Кремля. Номера не убирают. За 2 суток скопилась гора мусора. Завтраков нет - сами. Магазинов продовольственных рядом нет, ощущение, что в этой части города вообще не едят. Слышимость в номерах прекрасная, стены-двери тонкие. В целом, для компании друзей с целью гулять, нормально, но семьей, с ребёнком, я бы не поехала."
2.0,"Из плюсов только удобное местоположение,до Кремля пару минут пешком.все остальное-один сплошной минус.слышимость ужасная,вплоть до того,что слова соседей можно легко разобрать.окна нормально не открываются,кондиционера нет,практически весь день в окна шпарит солнце,душно кошмарно!!!особенно в ванной,там просто парник.душ течет,просто потоп после каждого мытья,вода еле сливается....😬холодильника в номере нет 👎 он есть на первом этаже на общей грязной кухне😒все старое и обшарпанное...цена конечно дешевая,но я больше сюда ни ногой."
1.0,"Сервис отсутствует. Кондиционера нет. Серые застираные полотенца. Грязный ковролин. Девушка на ресепшн открыто хамит. Приятных впечатлений от отеля не осталось((( Хотя расположение у отеля шикарное, тихий центр."
2.0,"Ездили в Рязань компанией, погулять, город посмотреть. Останавливались в этой гостинице на 2 суток. Номер на 4 эт с панорамным видом на кремль. Ковровые покрытия в номере в пятнах, унитаз грязный, в номерах прокурено. Отсутствует вода, чайник, холодильник. Но самое ужасное что нет кондиционеров. А окна и в номере и в туалете стеклянные в пол. Приходишь с улице в парник! Если у кого то не в порядке со здоровьем-это труба. Попали в жару-просыпались в 4 утра мочили полотенца и спали под мокрыми полотенцами и включенным вентилятором. Около гостинице есть парковка(бесплатная) до вечера она забита машинами соседних бизнес-центров( т.е. бронь номера не предполагает резерв парковочного места)-создает по приезду неудобства, так же по близости нет ни одной палатки ни одного магазина, воды…"
1.0,"Приехал на машине в славный город Рязань, заранее не побеспокоился о бронировании и экспромтом приехал в этот отель, так как подкупала низкая цена. Номер большой, но грязно, на полу пятна, чувствуется прокуренность здания, слышимость уникальная, телевизор ничего не показывает. Впервые в моей практике остановился в таком ужасном месте. Завтраков нет. На первом этаже стрип клуб, музыка долбит всю ночь(((("
4.0,"Средний отель) большой плюс - это расположение, очень близко к Кремлю и Церкви на Яру. Хороший вид из окна, большой двухместный номер. На первом этаже есть кухня со всем необходимым, но завтраков и ресторана нет. Из минусов : нет ничего для маленького ребёнка: стульчика, кроватки. В подвале отеля ночной мужской клуб, музыку я не слышала, но контингент бывает в отеле соответствующий ) а так нам понравилось) спасибо )"
2.0,"Из плюсов: Удобное месторасположение, большой номер и панорамный вид, собственный водогрей в номере и большой телевизор. А вот минусов оказалось гораздо больше: Вентиляция в санузле не работает, слив в душевой кабинке забит, антенна ловит 5-6 каналов, которые смотреть невозможно, из-за плохого качества сигнала. Слышимость между номерами ужасная, как-будто соседи находятся в Вашем номере. Возможно именно нам не повезло с соседями, но жить двое суток с компанией слишком увлеченных алкоголем и скандалами, а также компанией не управляемых подростков очень тяжело. Администраторы не в состоянии утихомирить своих же клиентов. Инженерные коммуникации расположены видимо по всему периметру номера, т.к. постоянно с разных сторон слышен слив воды. В номерах очень душно, а на окнах…"
4.0,"Отель очень удачно расположен, в 100 м от Соборной площади и Рязанского Кремля. Номера большие, но пустые. Шкаф для вещей или зоия бы тумбочки оисутствуют. Ресторана нет, холодильника в номере тоже нет, но у рецпции есть комната с кухней и холодильником. В кухне куллер, микрволновка, чайник и холодильник. Для размещения на пару дней в командировку или для осмотра города, отличное место. В центре и очень бюджетно. Рекомендую"
3.0,"Расположение и цена - неплохо. Завтраков нет, но в этом же здании есть кафе (мы не ходили). Есть общая кухня, где можно что-то разогреть и поесть, но неуютно там, честно говоря : голые стены, неинтересная мебель и как-то веет холодом. Номера большие, но обстановка минималистская. Шкафа, холодильника, прикроватных ночников в номере не было. Маленький пуфик-кубик вместо стула. Диван, правда, был. В ванной некуда повесить полотенца, и подсушить одежду негде. Работает газовая колонка. Вода. кстати, не ржавая, но постоянно шумят трубы, издавая разнообразные звуки. Переночевать можно нормально, а о более длительном проживании, похоже, не подумали. Экзбиционистов приведет в восторг туалет с унитазом прямо около стеклянного окна-витрины, но это на верхних этажах. Стоянка бесплатная.…"
5.0,"Отель расположен в отличном месте. Да, шумоизоляция тут отсутствует! Но виды и номера за такую стоимость шикарны. Гости отеля не очень берегут чужое, поэтому есть и запах сигарет и грязный ковролин, но это мелочи. С удовольствием приеду в этот отель."
4.0,"Идеальный выбор для тура выходного дня - на одну ночь. Отлично расположен рядом с Соборным парком и Кремлем, не далеко до ул. Почтовой - местный Арбат. Внизу кафе Виктория - можно с вечера заказать завтрак, очень удобно. В 5 мин пешком Соборная ул с массой едален на любой вкус. Небольшая парковка (приехали к 18-00 в субботу - было свободно). Брали два номера на 5 этаже. Вид роскошный. Номера - в тех что с панорамным окнами прохладно, но нам сразу дали обогреватель ""ветерок"", и если надо то, пледы (нам не понадобились). В номерах с обычными окнами - теплее. Матрасы, подушки, одеяло (не смотря на то что тонкое и легкое - теплое) - пять! Удивил сан.узел с окном в пол, нижняя часть которого прикрыта жалюзи, очень холодный - полотенцесушителя нет. Водонагреватель - штука…"
4.0,"Главное достоинство - 5 минут от Кремля. Цена для такого расположения более чем приемлемая. Номер очень просторный, но при этом мало мебели - кровать, тумбочка для ТВ, небольшой столик. Нет ни одного шкафа (только вешалки и крючки для одежды), ни одного стула. Очень странный дизайн окон - от пола до потолка, при этом одна из створок не закрыта жалюзи - утром солнце светит прямо в лицо спящему. Столь же странная и ванная комната - большая, но при этом нет столика, куда положить вещи. Эта экономия на обстановке весьма удивила. Несмотря на это, комната чистая, мебель новая. На первом этаже есть холодильник, посуда, микроволновка, кулер, столики/стулья. Вариант в целом неплохой и доступный по цене, если планируете остановиться на 1-2 дня для осмотра достопримечательностей."
4.0,"Был в первый раз, впечатлил размер номера, есть общая кухня для готовки на 1 этаже. Места для парковки немного, но достаточно. Рядом много кафе и центральная улица. Все чисто и опрятно, ТВ, одноразовые ванные пренадлежности. В отеле есть лифт. В некоторых номерах панорамные окна. В ванной комнате боллер, потому без горячей воды не остаться. Стоимость через букинг 1600 вполне достойно, даже при двух недостатках. Из недостатков это отсутствие кондиционера и слышимость. Гул труб и разговоры соседей плохо дают отдохнуть. В остальном если ездить в холодное время суток и спите крепко все отлично. Любые виды оплат, навигатор яндекс привёл немного с другой стороны, нашли отель не сразу, хотя от дороги рукой подать)). Не подалеку от отеля пешком по соборной площади до парка, где можно…"
3.0,"Плюсы: -Большой номер и окна -расположен возле Кремля -есть кухня внизу -большой санузел -было очень чисто, когда заезжали -есть маленькая парковка. На нас хватило) Минусы: -воняет везде в коридоре. Далеко не розами) -довольно прохладно в душе Горячая вода от нагревателя. Быстро по-армейски хватает на двух человек. -двуспальная кровать это две сдинутые кровати. И все бы ничего, но дыра между матрасами получается см в 8-10 -шторы не закрывают нормально окна и вообще отсутствуют сбоку. С утра светить будет четко на подушки. Но нам повезло с погодой) Если придираться, то можно отметить и мебель: танцующий шкаф без дверей, тумбочки без полок, но есть стол и маленькие пуфы Больше всего поразил сервис. На второй день номер не убрали. Т.е. даже не вынесли мусор и не заменили…"
4.0,"Номера аскетичные, но все чисто, очень просторно, мебель новая, постель чистая, санузел чистый, на первом этаже небольшая кухня, которой можно пользоваться, кремль в 5 минутах ходьбы, есть небольшая бесплатная парковка, есть лифт, персонал приветливый."
4.0,"Отличное расположение. Достопримечательности в шаговой доступности. Оригинальный вид здания, судя по всему строился под другие задачи. Номера странной планировки, отсутствие звукоизоляции, бедненькое оснащение. Но если просто переночевать одну ночь - нормально."
5.0,"Отличный отель! Очень приятно удивил! Обязательно вернёмся в этот отель! Всё чисто, хороший завтрак. Очень понравился ресторан в отеле! Вкусно, хорошая подача блюд. Приятно и очень атмосферно посидеть в испанском дворике с сангрия. В номере есть всё необходимое для комфортного проживания. Удобное расположение. Понравилось всё!"
5.0,"Приехали в Рязань погулять, пройтись по барам, навестить родню. Выбрали отель Арагон и не ошиблись: отличные номера, удобное расположение (тихая улица, недалеко от Почтовой ул. (улицы баров). В самом отеле есть подземная парковка (бесплатно). Очень рекомендую посидеть в баре во внутреннем дворике отеля: ресторанная кухня просто великолепна, рекомендую попробовать сангрию трех видов (готовят самостоятельно, на вине, в летнее время). Номера чистые, персонал вежливый, завтраки (вкл.) вкусные."
2.0,"Заезд в 14 часов, мы приехали в 13.35. на вопрос о возможности заселиться молодой человек на ресепшене ответил, что номер ещё убирают. Ок, уточняем, погулять и прийти в 14? Ну наверно, говорит, может быть успеют убрать. Это вообще как, что значит наверно? Решили подождать в ресторане при отеле... Официант выдал меню и пропал, при пустом зале. Подождали минут 5 и ушли. Спасибо за сервис и перекус с дороги. Ладно, вернулись в 14.20, заселились в двухкомнатный сьют. В первой комнате под столиком остался мусор после ""уборки"", видно очень торопились. В целом номер неплох, отличная шумоизоляция, вид на здание УФСБ. Не понравилась ванная комната, кран у ванны болтается ""на соплях"", стыки ванны со стенами грязные и ужасные на вид. Занавеска и штанга просто из ближайшего хозмага, никак…"
5.0,"Нам повезло забронировать и отдыхать в вашем отеле. Очень хотелось поделиться впечатлениями и выразить благодарность вашим замечательным сотурдникам, которые смогли обеспечить наш отдых и создать для этого все условия. Перечисление идёт по мере знакомства с ними и решение вопросов за время нашего отдыха. 0/ Юрий — отдел бронирования (видимо, он же и сотрудник приёма — reception) предложил сделать бронь, пока я не мог принять решение: где будем жить. Именно его предложение потом повлияло на выбор в вашу пользу по сравнению с другой гостиницей. 1/ Дмитрий — сотрудник отдела приёма (reception) хорошая подача информации, точно, доступно, всегда выслушает вопрос и даст ответ. С чувством юмора. Спасибо ему за грамотный и приятный приём в гостинице, и решением вопросов, возникших в…"
5.0,"Удобно все - расположение ( в центре города на тихой улочке в шаговой доступности от пешеходной зоны и Кремля), парковка( есть подземная), номера ( есть все необходимое ( включая халаты,тапочки,зубные щетки ), завтраки ( шведский стол), есть СПА( для нас было предложение 30 мин бассейна без саун и бань). Персонал -профессионалы -все на своих местах и работают как часы."
5.0,"Я так и не смогла понять почему отель имеет только 3 звезды. Не во всяком 4-звездном так классно. Отель в пешей доступности от Кремля на тихой улочке. Прекрасный номер люкс (при этом совсем недорогой). Замечательный спа. Просидели 3 часа - даже уходить не хотелось. Завтрак не слишком разнообразный, но все необходимое есть. И все очень вкусно. Персонал прекрасный и в отеле, и в спа, и в ресторане. Молодцы! Так держать!"
5.0,"Останавливались на две ночи, приехали посмотреть достопримечательности Рязани. Есть парковка наземная и подземная. Расположение отеля отличное!!! Тихая улочка, но в шаговой доступности все что хочется посмотреть туристу!!! Приветливый и внимательный персонал создает атмосферу комфорта. Номера чистые, есть все необходимое. В номере холодильник, плазма, чайник, посуда, кондиционер! Завтрак (шведский стол) достаточно разнообразный. Еда на все вкусы(хлопья, каша, сыр, ветчина, блинчики, мясное, свежие и приготовленные овощи, йогурты, джемы, вкусная выпечка, чай, кофе). Есть SPA салон. В бассейн к сожалению не попали(было холодно), надеюсь в следующий раз. Ведь если мы приедем в Рязань еще, то непременно остановимся здесь!!! Отель на все ПЯТЬ ЗВЕЗД!!!!"
5.0,"Ночевали одну ночь по пути в Москву. Прекрасный отель, располагается в тихом месте. Есть наземный и подземный паркинг. Очень приветливый персонал. Быстро оформили, объяснили, заселили! Номер был простой с большой кроватью за 2600 руб., завтрак плюс 500 руб. В номере идеальная чистота, все средства гигиены, халаты, тапочки, телевизор, чайник с принадлежностями, за отдельную плату - минибар. С утра нас ждал вкусный континтальный завтрак (шведский стол в этот день по техническим причинам был отменён) . Остались довольны абсолютно всем и однозначно рекомендуем к проживанию данный отель!"
5.0,"Приехали в Рязань с детьми на пару дней, отель очень понравился, неплохой бассейн, хорошие завтраки, номер для трешки супер. О городе такого восторга нет, центр города и Кремль в реальном запустении, троллейбусы, как из средневековья, ржавчина на ржавчине. Много кафе и ресторанов, цены на уровне Москвы"
5.0,"Приехав в Рязань по работе,заселилась в эту гостиницу на 4 дня в 1-ый номер,что могу сказать:номер не люкс ( обычный) хороший с большой кроватью,есть плазма подвесная,чайник и прилагающее (чай,сахар,чашки,ложки),бар,ванная комната со всеми удобствами (мыло,шампунь,гель,зуб.щетки одноразовые,полотенца),номер убирают хорошо каждый день,завтрак шведский стол,все вкусно,персонал весь вежливый включая охранников это плюс для меня весомый,а в холле гостиницы также есть маленькие диванчики и имитация настоящего камина,это так уютно и по домашнему,так что гостинице я ставлю 5 из 5 без сомнений!!!Если я еще приеду в Рязань,то поселюсь именно здесь.Спасибо всем работникам Арагона за гостеприимство!"
